Wall time,Step,Value
1712572870.9215548,1304576,523.0390625
1712573073.39665,1306624,384.64617919921875
1712573271.5685143,1308672,253.9695587158203
1712573478.0104942,1310720,142.04144287109375
1712573683.5943677,1312768,9.611141204833984
1712573898.284922,1314816,3.8066506385803223
1712574123.1182418,1316864,6.100956439971924
1712574347.8439014,1318912,9.123973846435547
1712574575.8191342,1320960,12.896059036254883
1712574795.4333692,1323008,12.825066566467285
1712575038.6251156,1325056,17.115154266357422
1712575308.250606,1327104,15.273355484008789
1712575580.6614103,1329152,18.342660903930664
1712575864.5469198,1331200,19.536773681640625
1712576131.6661515,1333248,22.970409393310547
1712576396.550422,1335296,22.626676559448242
1712576650.4128087,1337344,20.824020385742188
1712576909.4331384,1339392,17.316757202148438
1712577174.1623523,1341440,10.385032653808594
1712577421.84941,1343488,13.479806900024414
1712577680.3645647,1345536,12.760231971740723
1712577912.6167285,1347584,15.307414054870605
1712578150.678308,1349632,20.301488876342773
1712578385.4109979,1351680,22.220394134521484
1712578609.0632582,1353728,30.62732696533203
1712578830.4106977,1355776,41.83092498779297
1712579050.5310118,1357824,43.96297073364258
1712579264.9453096,1359872,46.92082977294922
1712579472.4775004,1361920,43.99188232421875
1712579691.0810287,1363968,39.53547668457031
1712579885.068238,1366016,40.137943267822266
1712580078.379921,1368064,43.84178161621094
1712580290.8848944,1370112,51.11161422729492
1712580495.694938,1372160,51.14773178100586
1712580701.1892378,1374208,58.08811569213867
1712580917.848802,1376256,59.927391052246094
1712581146.8967154,1378304,63.22242736816406
1712581368.0499163,1380352,62.310184478759766
1712581576.5692122,1382400,61.529075622558594
1712581785.0321383,1384448,67.01481628417969
1712581999.7468324,1386496,66.52195739746094
1712582201.2297733,1388544,66.33275604248047
1712582389.016832,1390592,62.285099029541016
1712582559.68048,1392640,52.5158805847168
1712582753.0697973,1394688,50.106346130371094
1712582928.0030897,1396736,49.499053955078125
1712583114.6319752,1398784,54.69157791137695
1712583309.1041553,1400832,59.07665252685547
1712583494.096578,1402880,60.352046966552734
1712583683.7074077,1404928,61.147216796875
1712583878.3054838,1406976,61.51146697998047
1712584086.2091942,1409024,69.5063247680664
1712584295.0535882,1411072,77.15110778808594
1712584515.7914317,1413120,86.2137222290039
1712584744.9980254,1415168,91.44338989257812
1712584970.9363549,1417216,91.69672393798828
1712585187.5041182,1419264,90.21402740478516
1712585400.1800134,1421312,93.9100112915039
1712585598.447579,1423360,88.97280883789062
1712585804.8107176,1425408,88.28990173339844
1712585989.235958,1427456,87.10943603515625
1712586173.4360394,1429504,89.74433135986328
1712586376.2775524,1431552,95.82288360595703
1712586582.9900715,1433600,97.89867401123047
1712586792.3876376,1435648,95.48665618896484
1712587006.960372,1437696,99.6039047241211
1712587195.1519265,1439744,96.71807098388672
1712587393.9439044,1441792,99.37132263183594
1712587612.5523248,1443840,95.5677490234375
1712587803.9512703,1445888,100.06766510009766
1712588015.4981656,1447936,95.43013763427734
1712588223.844158,1449984,94.77757263183594
1712588459.9379086,1452032,87.30003356933594
1712588658.8361886,1454080,82.41356658935547
1712588880.8902578,1456128,79.81561279296875
1712589093.5667193,1458176,77.6465835571289
1712589329.8643155,1460224,71.82546997070312
1712589502.0877419,1462272,60.356868743896484
1712589714.8505318,1464320,62.59165573120117
1712589926.6519668,1466368,65.9594955444336
1712590131.7181056,1468416,59.596439361572266
1712590392.3040776,1470464,59.04053497314453
1712590612.9059591,1472512,65.26151275634766
1712590865.6997168,1474560,68.7873306274414
1712591098.6516852,1476608,65.0118179321289
1712591316.8334727,1478656,62.61390686035156
1712591526.4645858,1480704,65.12274169921875
1712591709.1545744,1482752,61.33966064453125
1712591912.137811,1484800,59.52770233154297
1712592153.519428,1486848,62.34841537475586
1712592328.0474505,1488896,53.82950210571289
1712592523.253017,1490944,54.36155700683594
1712592737.6418784,1492992,58.55617141723633
1712592923.3346446,1495040,59.93050765991211
1712593132.4789374,1497088,61.21342849731445
1712593345.875153,1499136,71.93412017822266
1712593561.8643603,1501184,76.92781829833984
1712593770.8243344,1503232,80.8438491821289
1712593965.4523659,1505280,83.34552764892578
1712594197.9430873,1507328,82.03031158447266
1712594440.0181503,1509376,81.3635482788086
1712594658.435348,1511424,84.08889770507812
1712594906.0995138,1513472,79.65338134765625
1712595132.7917216,1515520,80.03182220458984
1712595330.3048017,1517568,78.15495300292969
1712595534.1143265,1519616,79.68687438964844
1712595725.4730334,1521664,75.62751007080078
1712595934.54499,1523712,77.92584228515625
1712596133.8112726,1525760,76.17262268066406
1712596326.9116497,1527808,76.2122802734375
1712596514.8761802,1529856,81.34695434570312
1712596686.8595014,1531904,76.8514633178711
1712596899.285173,1533952,79.14728546142578
1712597097.4256418,1536000,85.88550567626953
1712597312.7634978,1538048,88.25399017333984
1712597517.845314,1540096,91.0502700805664
1712597711.5791254,1542144,93.5645523071289
1712597921.7106607,1544192,95.50375366210938
