Wall time,Step,Value
1712642628.8491712,2048,-80.17133331298828
1712642906.4257965,4096,-80.06438446044922
1712643186.6695337,6144,-79.57231903076172
1712643465.6666381,8192,-79.28822326660156
1712643743.6407042,10240,-79.6593246459961
1712644014.1898217,12288,-80.85342407226562
1712644293.058954,14336,-81.38688659667969
1712644570.832331,16384,-82.14688110351562
1712644851.735346,18432,-82.92101287841797
1712645038.2470117,20480,-141.45457458496094
1712645221.5561347,22528,-202.91543579101562
1712645404.4663272,24576,-262.1054992675781
1712645592.8984005,26624,-288.0787048339844
1712645781.508781,28672,-281.1280212402344
1712645968.6619966,30720,-269.6800842285156
1712646165.932811,32768,-253.95510864257812
1712646357.714837,34816,-230.13768005371094
1712646546.6117642,36864,-192.1713409423828
1712646739.2727933,38912,-154.5052032470703
1712646934.1883264,40960,-112.41649627685547
1712647125.268159,43008,-75.27998352050781
1712647308.1280794,45056,-46.87848663330078
1712647504.2060003,47104,-30.434467315673828
1712647685.0684578,49152,-17.63789939880371
1712647860.3355148,51200,-14.063319206237793
1712648042.0235386,53248,-6.787909030914307
1712648247.5394967,55296,-1.7852040529251099
1712648454.8605444,57344,0.10135672986507416
1712648663.9412773,59392,7.927769660949707
1712648865.9530423,61440,12.408208847045898
1712649065.3336313,63488,16.54647445678711
1712649258.7473738,65536,19.898134231567383
1712649463.3950274,67584,20.670751571655273
1712649672.9723008,69632,18.888383865356445
1712649905.47148,71680,21.44314956665039
1712650132.6200118,73728,23.408056259155273
1712650344.5092707,75776,27.38152313232422
1712650547.1315386,77824,31.13631820678711
1712650757.074773,79872,34.88661575317383
1712650981.554347,81920,36.11875915527344
1712651208.186257,83968,37.38071060180664
1712651438.5323129,86016,36.77660369873047
1712651649.196864,88064,35.354576110839844
1712651859.1698706,90112,33.61427307128906
1712652079.6184578,92160,33.31486892700195
1712652302.2237368,94208,34.01211166381836
1712652538.4870574,96256,38.002166748046875
1712652767.7445285,98304,40.006019592285156
1712652991.877116,100352,43.14566421508789
1712653212.2846997,102400,45.83586502075195
1712653437.2839022,104448,47.373313903808594
1712653652.9722755,106496,46.66461944580078
1712653882.020115,108544,49.16914749145508
1712654096.3700552,110592,51.29463195800781
1712654307.4153306,112640,51.856693267822266
1712654512.879436,114688,53.38954544067383
1712654724.615152,116736,55.89958953857422
1712654943.6722634,118784,54.938697814941406
1712655149.1246696,120832,55.85863494873047
1712655357.768982,122880,58.19804000854492
1712655567.2925792,124928,56.737709045410156
1712655776.3161118,126976,57.26167678833008
1712656000.1921413,129024,59.301124572753906
1712656223.1133678,131072,63.07889938354492
1712656430.801379,133120,62.87040328979492
1712656650.1288657,135168,62.71072769165039
1712656858.6277537,137216,61.47611999511719
1712657080.5029008,139264,58.31483459472656
1712657301.4320533,141312,54.420745849609375
1712657528.7962492,143360,50.7076416015625
1712657738.4956872,145408,52.51514434814453
1712657956.530354,147456,52.276214599609375
1712658157.1089072,149504,53.934539794921875
1712658362.5447013,151552,55.741737365722656
1712658566.3497455,153600,57.991607666015625
1712658770.7234268,155648,58.51866149902344
1712658966.5822797,157696,57.869991302490234
1712659166.5487604,159744,57.962955474853516
1712659384.3524735,161792,59.06858444213867
1712659597.3823206,163840,62.157630920410156
1712659806.5508935,165888,64.73098754882812
1712660002.1087344,167936,66.26714324951172
1712660208.798141,169984,64.52971649169922
1712660420.5524447,172032,65.89098358154297
1712660619.4509099,174080,64.76057434082031
1712660822.2342787,176128,63.39326858520508
1712661029.3206925,178176,63.71722412109375
1712661241.324911,180224,63.80730438232422
1712661437.8460853,182272,58.66739273071289
1712661645.7936027,184320,59.840843200683594
1712661841.8001812,186368,57.53132629394531
1712662041.2630277,188416,58.43513870239258
1712662248.0556893,190464,61.554595947265625
1712662456.6243894,192512,65.13672637939453
1712662661.0044599,194560,69.25444793701172
1712662880.244937,196608,73.28760528564453
1712663062.5185032,198656,70.86699676513672
1712663272.8533907,200704,73.44993591308594
1712663487.3305972,202752,73.7347412109375
1712663685.5067031,204800,73.1473617553711
1712663897.0042152,206848,71.4539794921875
1712664100.918561,208896,76.33229064941406
1712664315.20571,210944,76.6016845703125
1712664521.4712555,212992,76.87702178955078
1712664740.6619794,215040,81.18999481201172
1712664950.1901534,217088,83.17416381835938
1712665157.478063,219136,87.2133560180664
1712665377.8349211,221184,92.14405822753906
1712665595.3903878,223232,96.8973617553711
1712665826.4224534,225280,105.21298217773438
1712666007.5456843,227328,95.61581420898438
1712666202.2518802,229376,95.45494079589844
1712666419.6622674,231424,101.08460235595703
1712666640.0681944,233472,102.15923309326172
1712666870.4737716,235520,99.97156524658203
1712667092.7142282,237568,95.77523803710938
1712667294.7756433,239616,106.18392944335938
1712667514.823524,241664,107.95469665527344
1712667745.4305835,243712,106.8575210571289
1712667970.3270283,245760,106.84771728515625
1712668161.146473,247808,97.67472076416016
1712668392.5549352,249856,98.77378845214844
1712668600.2722776,251904,102.99046325683594
1712668842.070749,253952,105.14071655273438
1712669069.9513674,256000,112.26326751708984
1712669300.4577801,258048,114.33878326416016
1712669487.7870092,260096,112.67133331298828
1712669699.926272,262144,115.38629913330078
1712669925.8085876,264192,121.46444702148438
1712670127.850224,266240,112.51595306396484
1712670372.0207717,268288,112.2830581665039
1712670599.6643155,270336,112.65795135498047
1712670813.3654945,272384,120.0651626586914
1712671031.7807887,274432,125.7791748046875
1712671237.3910182,276480,121.7183609008789
1712671444.612953,278528,125.2803955078125
1712671677.9103808,280576,129.4335174560547
1712671893.6414819,282624,129.54579162597656
1712672125.2989066,284672,133.19642639160156
1712672373.8222263,286720,137.2960968017578
1712672616.9002717,288768,141.78001403808594
1712672844.7295542,290816,144.1857147216797
1712673075.7459505,292864,146.5161590576172
1712673316.6714263,294912,141.74830627441406
1712673599.061545,296960,144.60556030273438
1712673840.552921,299008,141.64614868164062
1712674079.377803,301056,135.24661254882812
1712674308.9903736,303104,130.5436248779297
1712674539.7567139,305152,130.4089813232422
1712674761.3213296,307200,121.43319702148438
1712675001.713531,309248,119.63632202148438
1712675230.441955,311296,121.30226135253906
1712675473.7066705,313344,124.87190246582031
1712675707.2319434,315392,126.94371795654297
1712675900.8354127,317440,115.00025177001953
1712676107.667687,319488,104.99446105957031
1712676351.2693346,321536,110.35065460205078
1712676593.170492,323584,114.68730926513672
1712676814.1614187,325632,112.72924041748047
1712677075.2344444,327680,124.24995422363281
1712677322.4857626,329728,138.9378204345703
1712677562.2303448,331776,151.1601104736328
1712677899.9001024,333824,154.08517456054688
1712678300.1845987,335872,151.45130920410156
1712678521.4823172,337920,152.03965759277344
1712678776.5497682,339968,154.02980041503906
1712679013.1234763,342016,155.777099609375
1712679215.7810752,344064,138.2465057373047
1712679447.7125692,346112,140.03244018554688
1712679692.505493,348160,146.8876953125
1712679933.2790213,350208,148.48426818847656
1712680174.880929,352256,144.1827850341797
1712680425.4155009,354304,148.8991241455078
1712680660.954512,356352,161.2842254638672
1712680885.3153265,358400,163.03045654296875
1712681147.928321,360448,164.10003662109375
1712681379.0023663,362496,159.94281005859375
1712681619.3642247,364544,160.2834930419922
1712681851.4747512,366592,161.2457275390625
1712682102.4193451,368640,167.43502807617188
1712682336.275079,370688,167.51187133789062
1712682597.7437196,372736,165.67054748535156
1712682831.501619,374784,167.60757446289062
1712683060.1733396,376832,157.31690979003906
1712683323.1051204,378880,163.7530517578125
1712683544.1300435,380928,156.97555541992188
1712683791.2756426,382976,161.2391815185547
1712684039.721707,385024,166.2854461669922
1712684270.4566343,387072,160.04354858398438
1712684512.6105266,389120,166.75186157226562
1712684752.711377,391168,171.35250854492188
1712685012.9344923,393216,177.67507934570312
1712685273.4621542,395264,188.75375366210938
1712685511.591543,397312,189.21876525878906
1712685741.0273058,399360,188.96511840820312
1712685988.5958793,401408,201.60816955566406
1712686236.5655296,403456,203.00872802734375
1712686465.8247795,405504,200.71661376953125
1712686689.4468071,407552,187.4097442626953
1712686944.1061852,409600,185.86912536621094
1712687177.2122495,411648,190.95452880859375
1712687404.1523926,413696,185.15560913085938
1712687635.3437996,415744,177.5648651123047
1712687865.7755775,417792,172.44525146484375
1712688099.789148,419840,173.499755859375
1712688337.8467937,421888,171.06427001953125
1712688609.4323134,423936,173.72047424316406
1712688842.5368118,425984,176.26783752441406
1712689082.5327303,428032,181.9752197265625
1712689342.2164316,430080,183.56875610351562
1712689583.1258302,432128,193.25013732910156
1712689859.0498495,434176,197.95530700683594
1712690134.3578696,436224,206.48709106445312
1712690379.5871997,438272,203.64035034179688
1712690619.906017,440320,205.26988220214844
1712690854.7481942,442368,200.80909729003906
1712691097.4023652,444416,196.03073120117188
1712691348.2395484,446464,196.69293212890625
1712691523.9341154,448512,139.53173828125
1712691705.5574703,450560,102.89875030517578
1712691883.2397523,452608,57.10368728637695
