Wall time,Step,Value
1712410290.0727596,2048,-62.597469329833984
1712410530.598677,4096,-63.110023498535156
1712410793.515506,6144,-62.071712493896484
1712411064.3010194,8192,-61.03129196166992
1712411332.4268055,10240,-60.075321197509766
1712411594.678926,12288,-59.077171325683594
1712411841.4861538,14336,-58.22694396972656
1712412095.542713,16384,-60.385623931884766
1712412334.535442,18432,-64.07662200927734
1712412606.4646373,20480,-64.12284088134766
1712412835.2340243,22528,-67.40396118164062
1712413085.2088587,24576,-67.11383056640625
1712413326.403127,26624,-66.20781707763672
1712413565.1836026,28672,-64.23048400878906
1712413805.39717,30720,-67.31208038330078
1712414063.8930874,32768,-62.56264114379883
1712414292.6437051,34816,-59.56473159790039
1712414519.1830661,36864,-56.87434387207031
1712414725.1559775,38912,-50.744503021240234
1712414970.5834746,40960,-47.518516540527344
1712415174.2863598,43008,-42.04766845703125
1712415342.0837963,45056,-37.55119323730469
1712415537.5528057,47104,-33.461334228515625
1712415726.7682607,49152,-30.748577117919922
1712415950.2582672,51200,-32.409934997558594
1712416156.0635643,53248,-37.222530364990234
1712416377.8903651,55296,-36.383419036865234
1712416567.123223,57344,-35.5443000793457
1712416792.711442,59392,-35.540138244628906
1712416982.9358602,61440,-28.94284439086914
1712417159.827238,63488,-25.23174476623535
1712417371.9268427,65536,-23.11720085144043
1712417575.1225019,67584,-23.855932235717773
1712417741.1393201,69632,-19.046518325805664
1712417931.4479268,71680,-17.862016677856445
1712418102.9983432,73728,-17.233034133911133
1712418279.4562733,75776,-17.377500534057617
1712418454.9213235,77824,-19.471824645996094
1712418640.7847414,79872,-21.2443904876709
1712418825.251319,81920,-19.111196517944336
1712419000.6777778,83968,-17.28364372253418
1712419214.7834387,86016,-20.14830207824707
1712419408.3578453,88064,-16.40609359741211
1712419584.8922038,90112,-17.267452239990234
1712419785.304694,92160,-18.860631942749023
1712419986.8714583,94208,-16.235755920410156
1712420194.038066,96256,-23.021596908569336
1712420385.9297636,98304,-23.65511703491211
1712420592.4787502,100352,-22.381412506103516
1712420816.4218264,102400,-22.150938034057617
1712421002.322787,104448,-16.046146392822266
1712421195.3254209,106496,-13.81576919555664
1712421336.5111465,108544,-12.276074409484863
1712421523.601296,110592,-15.145994186401367
1712421720.7564611,112640,-14.628116607666016
1712421925.8454754,114688,-15.563159942626953
1712422102.0895004,116736,-11.036275863647461
1712422263.3445284,118784,-8.701180458068848
1712422446.9610593,120832,-6.387049674987793
1712422657.6661005,122880,-5.34412145614624
1712422837.4116786,124928,-3.4531736373901367
1712423038.950081,126976,-3.270709753036499
1712423215.8016613,129024,-2.7609102725982666
1712423404.6203008,131072,-4.255910873413086
1712423626.876835,133120,-3.917443037033081
1712423818.0673833,135168,-3.904463052749634
1712424005.5446546,137216,-4.382791996002197
1712424208.3321316,139264,-8.714727401733398
1712424422.1853075,141312,-10.373669624328613
1712424591.01599,143360,-7.1202473640441895
1712424783.349247,145408,-9.42191219329834
1712424993.661574,147456,-5.604776382446289
1712425188.6711476,149504,-2.484802007675171
1712425441.3378818,151552,-4.301363945007324
1712425656.6452205,153600,-6.163638114929199
1712425859.0620437,155648,-11.794390678405762
1712426059.2007425,157696,-12.517962455749512
1712426258.3642898,159744,-12.883992195129395
1712426441.7469883,161792,-6.022801399230957
1712426637.0862846,163840,-2.373680353164673
1712426823.026154,165888,1.4958916902542114
1712427013.5849261,167936,1.8736279010772705
1712427211.7018313,169984,-1.391737461090088
1712427415.9145024,172032,-0.9673137068748474
1712427606.661065,174080,0.08767913281917572
1712427796.2904527,176128,2.378694534301758
1712427969.7077184,178176,4.061067581176758
1712428160.5836964,180224,2.7096869945526123
1712428366.399968,182272,3.482741355895996
1712428587.9154522,184320,5.192379474639893
1712428815.0194116,186368,3.715357542037964
1712428997.0929213,188416,5.869855880737305
1712429220.0170207,190464,6.700132369995117
1712429421.7634575,192512,10.364200592041016
1712429628.4069145,194560,10.358882904052734
1712429805.1059241,196608,7.892209053039551
1712429985.32561,198656,6.600573539733887
1712430167.6304111,200704,3.3029820919036865
1712430409.6145732,202752,-1.9008996486663818
1712430652.9059162,204800,-5.8785529136657715
1712430877.7638214,206848,-4.062952995300293
1712431118.362792,208896,-6.838924407958984
1712431338.482555,210944,-5.943830490112305
1712431509.636203,212992,1.3170864582061768
1712431709.2807057,215040,2.7979605197906494
1712431873.6614017,217088,5.312099933624268
1712432058.6516118,219136,4.908204078674316
1712432227.03422,221184,7.909518241882324
1712432424.3983943,223232,6.940272808074951
1712432616.8001814,225280,13.514552116394043
1712432820.1566615,227328,12.719477653503418
1712433025.0202045,229376,13.589776039123535
1712433229.8059587,231424,14.961343765258789
1712433408.0950046,233472,13.68625545501709
1712433581.5189033,235520,12.163666725158691
1712433772.3911278,237568,13.842638969421387
1712433949.6729088,239616,12.505683898925781
1712434156.9300532,241664,15.402676582336426
1712434338.3174744,243712,15.904158592224121
1712434499.43999,245760,15.063453674316406
1712434666.5550413,247808,12.506895065307617
1712434816.2140086,249856,10.832199096679688
1712435019.062732,251904,10.46534538269043
1712435241.726353,253952,8.570250511169434
1712435436.3456242,256000,10.022665023803711
1712435622.49041,258048,10.481975555419922
1712435798.171005,260096,10.012564659118652
1712436000.0776515,262144,10.096392631530762
1712436186.5198653,264192,11.114941596984863
1712436345.2956295,266240,13.393109321594238
1712436526.2881029,268288,17.460304260253906
1712436745.5159516,270336,13.583471298217773
1712436985.5729892,272384,13.948592185974121
1712437197.4551861,274432,13.964374542236328
1712437426.536128,276480,12.73073673248291
1712437654.1001241,278528,9.318216323852539
1712437810.639598,280576,8.997568130493164
1712437986.4315836,282624,13.776372909545898
1712438180.4418638,284672,12.946670532226562
1712438367.239199,286720,18.378284454345703
1712438548.5014672,288768,20.222265243530273
1712438746.0673702,290816,13.98520565032959
1712438928.0533638,292864,11.909662246704102
1712439093.3413055,294912,12.668767929077148
1712439263.1264389,296960,15.176347732543945
1712439437.3500497,299008,17.59199333190918
1712439617.3264992,301056,20.07452964782715
1712439807.614834,303104,15.858572959899902
1712439995.7363894,305152,14.979170799255371
1712440229.3229172,307200,14.77086353302002
1712440462.1126935,309248,14.280438423156738
1712440689.772039,311296,11.45108413696289
1712440911.1152565,313344,11.984983444213867
